570,Dota 2,"♥♥♥♥♥♥ ♥♥♥♥ing game, i have spent almost 10000000 pounds in this game and it doesnt even want to work for me, gg no pay to win to be honest. smh ",-1,1
570,Dota 2,great game,1,0
570,Dota 2,I found out how to move the camera. Haven't played a lot. dunno.,1,0
570,Dota 2,By far one of the best games to exists much better than LOL,1,0
570,Dota 2,how to stop playing this game?,1,0
570,Dota 2,"D Best 4 Th3 B3ST,,  Dota2 has on END",1,0
570,Dota 2,good game. not a pay-to-win game,1,0
570,Dota 2,"Probably your best bet online to learn Russia fast with Puck and Riki. Play with kids and stay at home dads all in the same party. Learn how to distribute your rage evenly from ♥♥♥♥ tier to top lobbys. You will also learn how to break equipment ranging from 30€ mice to 200€ headsets, not forgetting how to abandon your loyal significant others in the making.  I'd recommend 5/5 of this terrible game to anyone who has their mind in the right place to give this ♥♥♥♥ a go.    Thanks",1,0
570,Dota 2,"Game sucks butt, lol is better, come at me dota fanboys",-1,0
570,Dota 2,ruined my life,-1,1
570,Dota 2,I prefer CLUB PENGUIN =b,-1,1
570,Dota 2,GG well played!,1,1
570,Dota 2,"This is the best game i've been playing so far (200% better than LoL,don't get angry at me LoL fans),and a good Russian language learner too!",1,1
570,Dota 2,one+ year clean,1,1
311210,Call of Duty: Black Ops III,game wont launch...wont refund my money. played for half an hour. utter trash,-1,0
311210,Call of Duty: Black Ops III,Played it for about 900 hours... There came a point where it's just grind to get better guns or pay to win... it's Dead now. RIP  They also tweak the wrong things to make it more playable... Don't ban cheaters nearly enough... and pretty much allow aim assisst to ruin the game for MKB players who have to fight against controller auto lock. GG COD GG,-1,0
311210,Call of Duty: Black Ops III,"Great visuals, even if the game is hardly well optimized considering the performance issues even with high end systems. But this title spends half the time in some cinematically driven LSD mind trip. Which for a short, 8 hour long campaign in a war game, leaves very little of any actual war game content. That, and some of the bonus content that just makes one go 'WTF?' should've been avoided, and this game could've been so much more.",-1,0
311210,Call of Duty: Black Ops III,"Zombies is fun and challenging and you can spend hours upon hours on without boredum, although I can't say the same for Campaign and Multiplayer..abismal.    Campaign has no understandable/enjoyable storyline. There's so much robots and time travel it's ridiculous to follow, and say goodbye to memorable characters like the nostalgic cod 4/cod 5 campaigns had.    Multiplayer..don't get me started, if you're a zombie player most likely you can be slightly below average in multiplayer. For some reason if you're in a zombie lobby and look at the combat record of the players they've played extended amounts of both zombie and multiplayer mode but more so zombies, however if you're in a multiplayer lobby mostly all of the players have never even attempted zombies for some reason, I think mainly because if you want to be a multiplayer type you have to exclusively play just multiplayer, as it's so different from zombies, much faster pace means faster reaction time and is more challenging in general than zombies cough unbalanced weapons cough, multiplayer is rage fuel and zombies is happy fuel.  P.s plez Treyarch I want boots to the ground.",1,0
311210,Call of Duty: Black Ops III,"My Review will be based on the multiplayer gameplay as most people buy the game for this purpose:  Pros: - New movement mechanics (smooth flowing and unobtrusive) not as insane as AW - Specialist characters add and a new refreshing layer to gameplay - Mostly foot on ground combat which fans have been requesting for - Kill-streaks actually do work!  Cons: - Questionable connection at times  If you're a new to the franchise, I recommend buying the game and giving multiplayer a try....you'll probably love it.  If you're a a fan of black ops 1 and 2...this game is a mix of both with far better graphics!",1,0
311210,Call of Duty: Black Ops III,Very fun would recommend,1,0
311210,Call of Duty: Black Ops III,relly nice game if tou have money over so buy it,1,0
311210,Call of Duty: Black Ops III,Awesome game! Made me kill my own family! 10/10 (IGN),1,0
311210,Call of Duty: Black Ops III,"I do recommend this game, it is very fun and there is permanent action. The campaign is fine, but nothing special. But do not, i repeat, DO NOT buy any of the dlc unless you're a zombies fan. The multiplayer dlc maps have basically no players and you can't even choose the gamemode for them. The dlc supply drops are pretty ♥♥♥♥♥♥♥t but luckily there are mostly only cosmetics and very few guns in them.",1,0
311210,Call of Duty: Black Ops III,"Its okay, I'll recommend this game but only because its better than anything that's come out of the cod franchise in a few years, it's kinda fun but honestly if you're looking for a first person shooter that you can just jump into and have a bit of fun I would recommend you pick up Titanfall instead, you can get it and all its DLC for very cheap now and in my opinion it is actually much more fun than this game and isn't a huge grind like this game is.",1,0
311210,Call of Duty: Black Ops III,"A very typical high-paced Call of Duty Black Ops game, with kills still satisfying and now with added walljumping. Audio is crisper than ever and visuals are prettier. I am concerned with the performance of this game however and how it performs on default setup, especially with mouse lag.  Lag is pretty bad on default and over an hour of tweaking is required to find a mix where you see the improved graphics, dodging mouse lag and still seeing the playable, stable FPS expected of CoD games. Right now I think Black Ops 2 is better value for the money, and is a far more refined game, however Black Ops 3 is definitely still fresh and enjoyable for anyone looking to shoot things.",1,0
311210,Call of Duty: Black Ops III,fun but lags like f!@#$ thums up but lag,1,0
311210,Call of Duty: Black Ops III,This game sucks. i played so many hours now and i never the buzz l felt like in bo2 on the wiiu.,-1,0
311210,Call of Duty: Black Ops III,Honestly thought it was going to be terrible.  Some hours in the free weekend now thinking about buying the game. Because it was actually very enjoyable. Not as good as bo1 was but still pretty good. There are some weapons that are way too over powered though.  6/10 multiplayer.,1,0
311210,Call of Duty: Black Ops III,"For a moment, I thought that this game would be disliked, but I love it! You don't have to play Multiplayer, there's Campaign and Zombies, in which Campaign is my favorite one. Well, won't tell you why because reasons. x)  I definitely recommend this game, and (according to my country) is cheaper than buying a console version.",1,0
311210,Call of Duty: Black Ops III,"People keep yelling that there is some sort of Texture-Lagg / Mouse-Lagg and some sort of other problems. I have had a very good game so far without any kind of problems.Although It is kinda ♥♥♥♥♥♥ if you meet some lv 120 Aimbotters,because you ask yourself HOW did they reach such a HighLV without getting banned,all those Ragers and Flamers are some kind of a Pain in the ♥♥♥ as well,but as i said before,the game is pretty good!  But you should not buy any DLC except if you play much Zombies. Because almost no one is playing DLC maps.",1,0
311210,Call of Duty: Black Ops III,"Multiplayer; Pros: Like everything in a game or movie, there are things people don't like. Some people don't like this, others don't like that. That's where Black ops 3 comes in. People hated Ghost for many things such as slow movement and every gun was close to a 1 shot kill. Advanced Warfare was hated for the movement being too fast and most guns being clearly weaker than others. Black ops 3 has a mostly boots on the ground gameplay with some jumping in the air, but that is limited and takes time to recharge. Black ops 3 took Ghost and AW, combined the bad things and made something good out of it.  Cons: There are still bad things though such as the supply drop which people dislike because of the low chances of getting something like a weapon.  Campaign; Pros: 4 player co-op. Cons: No one plays campaign co-op. Zombies; Pros: Allows custom Guns to be made and Gobblegum that help your playstyle. Shadows of Evil is good if you set up right. Cons: The DLC maps are better that Shadows of Evil.  Game would get a solid 8/10",1,0
311210,Call of Duty: Black Ops III,pice of trash that wont even start i have loved black ops and call of duty through the whole series but this is the dumbest thing i have ever seen they need to fix this -.-,-1,0
311210,Call of Duty: Black Ops III,mod tools!,1,0
238960,Path of Exile,"My Rating: 8/10 Do I recommend it? Yes!  Firstly, it's an obvious Diablo II clone. That said, I ♥♥♥♥ing loved Diablo II, and I love Path of Exile about as much if not more. The graphics are a pleasure to enjoy for an isometric POV; the game mechanics are wonderful if a bit buggy at times (close quarters spellcasting sometimes fails to injure the baddies, or maybe I'm an idiot :P); I LOOOOVE the new potion mechanics (killing baddies refills the potions, rather than having umpteen billion potions in your inventory); the skill 'tree' is phenomenal and allows a wonderfully unique approach every play; the skill gems are also a unique approach to character abilities, in ways that don't lock abilities to certain classes.  The game is FREE TO PLAY! There is a microtransaction shop in game that can be linked to your Steam Wallet (which is handy) but it is basically all cosmetics for sale, nothing that I can find that affects your in game ability aside from perhaps an enhanced stash capacity.",1,0
238960,Path of Exile,"I've only been playing for the past couple of months, so I don't have any experience with the development of the project since back in it's beta days. But in the short time I've been playing the developers have pushed a few significant content patches that have added new skills, new uniques and the like. It's not just a great game, it's one where the developers continue to take an active role in making it better and better as time goes by.",1,0
238960,Path of Exile,If you are a fan of Diablo 1 or 2 and think that Diablo 3 sucked... this is the game for you! Similar to the darkness of Diablo 2.,1,0
238960,Path of Exile,"Hi there, warrior..  Do you like the Diablo franchise? Do you like dungeon crawlers? Are you a fan of ARPG's?  Then this game is perfect for you! Everything you could want from a dungeon crawler and more.  Thousands of items to collect and hundreds of weapons to slay even the toughest of foes. Choose from six different classes and build them however you desire. With a skill tree system with 100's of skills to choose from, the class builds are endless!  Are you a lone wolf, or do you like the idea of taking on that over-powered boss with a party of friends?  With plenty of quests and dungeons to explore, there is no reason why you shouldn't play this game.  Also, did I mention that it's free?  Good luck, Exile... You will need it.",1,0
238960,Path of Exile,"I am sorry but if you really want to compare this game to DIII the no, it is not a better game.  Though I will say that this game is great and highly enjoyable. Definitely recommend for Diablo fans for a similar gameplay.",1,0
238960,Path of Exile,"It is good considering that you actually get to play for free, but not pay to win. Money you spent can only be rewarded with some cool visual effect, but no actual effect in your gameplay experience.",1,0
238960,Path of Exile,this in my eyes is better then diablo and best part it is free,1,0
238960,Path of Exile,If you want to waste a day or two this game is up your ally :D,1,0
238960,Path of Exile,"i really love this game, it's an inovator mmo, with a HUGE skill tree with a lot of options!",1,0
238960,Path of Exile,I cant play this anymore. i got region locked.,1,0
238960,Path of Exile,"really fun, better than diablo imo. much more flexibility with the gem system. definitely recommended",1,0
238960,Path of Exile,"Great game. The ability to swap items between characters makes it much easier to obtain good weapons, armour and magics.",1,0
238960,Path of Exile,better then dota,1,0
